date,season,year,month,hour,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
2011-04-01,summer,2011,Apr,0,no,saturday,yes,light rain,10.66,12.88,100.0,11.0,0,6,6
2011-04-01,summer,2011,Apr,1,no,saturday,yes,light rain,10.66,12.88,100.0,11.0,0,4,4
2011-04-01,summer,2011,Apr,2,no,saturday,yes,light rain,10.66,12.88,93.0,13.0,0,7,7
2011-04-01,summer,2011,Apr,3,no,saturday,yes,mist,9.84,11.36,93.0,17.0,0,4,4
2011-04-01,summer,2011,Apr,4,no,saturday,yes,mist,9.84,11.36,93.0,17.0,0,3,3
2011-04-01,summer,2011,Apr,5,no,saturday,yes,light rain,9.84,11.36,93.0,15.0,1,11,12
2011-04-01,summer,2011,Apr,6,no,saturday,yes,light rain,9.84,11.36,93.0,15.0,2,26,28
2011-04-01,summer,2011,Apr,7,no,saturday,yes,light rain,9.84,12.12,93.0,12.73,4,91,95
2011-04-01,summer,2011,Apr,8,no,saturday,yes,mist,10.66,12.12,87.0,17.0,8,198,206
2011-04-01,summer,2011,Apr,9,no,saturday,yes,clear,13.12,14.4,70.0,24.0,11,162,173
2011-04-01,summer,2011,Apr,10,no,saturday,yes,clear,13.12,15.15,66.0,19.0,12,63,75
2011-04-01,summer,2011,Apr,11,no,saturday,yes,clear,13.12,14.4,61.0,24.0,17,72,89
2011-04-01,summer,2011,Apr,12,no,saturday,yes,clear,13.94,15.15,53.0,24.0,15,80,95
2011-04-01,summer,2011,Apr,13,no,saturday,yes,clear,14.76,16.66,50.0,24.0,18,92,110
2011-04-01,summer,2011,Apr,14,no,saturday,yes,mist,14.76,16.66,46.0,24.0,26,61,87
2011-04-01,summer,2011,Apr,15,no,saturday,yes,clear,13.94,15.15,46.0,28.0,30,81,111
2011-04-01,summer,2011,Apr,16,no,saturday,yes,clear,13.94,15.15,46.0,28.0,42,125,167
2011-04-01,summer,2011,Apr,17,no,saturday,yes,clear,13.94,15.15,46.0,22.0,36,245,281
2011-04-01,summer,2011,Apr,18,no,saturday,yes,clear,13.94,15.15,46.0,22.0,36,205,241
2011-04-01,summer,2011,Apr,19,no,saturday,yes,clear,13.94,15.15,49.0,22.0,16,120,136
2011-04-01,summer,2011,Apr,20,no,saturday,yes,clear,13.12,15.91,53.0,13.0,2,75,77
2011-04-01,summer,2011,Apr,21,no,saturday,yes,clear,13.12,16.66,53.0,9.0,9,84,93
2011-04-01,summer,2011,Apr,22,no,saturday,yes,clear,12.3,15.15,56.0,11.0,10,64,74
2011-04-01,summer,2011,Apr,23,no,saturday,yes,clear,12.3,15.91,61.0,6.0,12,41,53
2011-04-02,summer,2011,Apr,0,no,sunday,no,mist,12.3,16.66,61.0,12.73,3,29,32
2011-04-02,summer,2011,Apr,1,no,sunday,no,clear,10.66,13.64,65.0,9.0,4,28,32
2011-04-02,summer,2011,Apr,2,no,sunday,no,clear,9.84,12.12,75.0,9.0,1,20,21
2011-04-02,summer,2011,Apr,3,no,sunday,no,clear,9.84,12.12,70.0,11.0,1,8,9
2011-04-02,summer,2011,Apr,4,no,sunday,no,clear,9.84,12.12,70.0,11.0,0,5,5
2011-04-02,summer,2011,Apr,5,no,sunday,no,mist,9.84,12.12,75.0,11.0,1,4,5
2011-04-02,summer,2011,Apr,6,no,sunday,no,clear,10.66,13.64,70.0,7.0,5,7,12
2011-04-02,summer,2011,Apr,7,no,sunday,no,mist,10.66,13.64,70.0,7.0,2,16,18
2011-04-02,summer,2011,Apr,8,no,sunday,no,clear,12.3,15.91,70.0,7.0,10,45,55
2011-04-02,summer,2011,Apr,9,no,sunday,no,mist,13.94,17.42,66.0,7.0,22,65,87
2011-04-02,summer,2011,Apr,10,no,sunday,no,mist,14.76,17.42,57.0,11.0,41,113,154
2011-04-02,summer,2011,Apr,11,no,sunday,no,mist,16.4,20.46,47.0,11.0,72,126,198
2011-04-02,summer,2011,Apr,12,no,sunday,no,light rain,13.12,16.66,81.0,9.0,84,100,184
2011-04-02,summer,2011,Apr,13,no,sunday,no,clear,13.94,16.66,81.0,9.0,56,81,137
2011-04-02,summer,2011,Apr,14,no,sunday,no,light rain,13.12,15.15,76.0,22.0,97,93,190
2011-04-02,summer,2011,Apr,15,no,sunday,no,light rain,13.94,15.15,76.0,26.0,72,64,136
2011-04-02,summer,2011,Apr,16,no,sunday,no,clear,15.58,19.7,62.0,22.0,111,85,196
2011-04-02,summer,2011,Apr,17,no,sunday,no,clear,15.58,19.7,54.0,24.0,89,95,184
2011-04-02,summer,2011,Apr,18,no,sunday,no,clear,15.58,19.7,54.0,13.0,69,110,179
2011-04-02,summer,2011,Apr,19,no,sunday,no,clear,14.76,16.66,53.0,24.0,71,77,148
2011-04-02,summer,2011,Apr,20,no,sunday,no,clear,13.94,15.91,53.0,19.0,29,56,85
2011-04-02,summer,2011,Apr,21,no,sunday,no,clear,13.12,15.15,61.0,17.0,24,53,77
2011-04-02,summer,2011,Apr,22,no,sunday,no,clear,13.12,15.15,61.0,20.0,14,41,55
2011-04-02,summer,2011,Apr,23,no,sunday,no,clear,13.12,15.91,61.0,11.0,20,33,53
2011-04-03,summer,2011,Apr,0,no,monday,no,clear,12.3,14.4,65.0,13.0,8,31,39
2011-04-03,summer,2011,Apr,1,no,monday,no,clear,12.3,15.91,61.0,7.0,8,26,34
2011-04-03,summer,2011,Apr,2,no,monday,no,clear,10.66,13.64,70.0,9.0,5,19,24
2011-04-03,summer,2011,Apr,3,no,monday,no,clear,12.3,16.66,61.0,12.73,3,8,11
2011-04-03,summer,2011,Apr,4,no,monday,no,clear,11.48,15.15,70.0,6.0,3,0,3
2011-04-03,summer,2011,Apr,5,no,monday,no,clear,11.48,13.64,65.0,15.0,1,4,5
2011-04-03,summer,2011,Apr,6,no,monday,no,clear,11.48,13.64,65.0,13.0,10,23,33
2011-04-03,summer,2011,Apr,7,no,monday,no,clear,13.12,15.15,57.0,15.0,13,20,33
2011-04-03,summer,2011,Apr,8,no,monday,no,clear,13.94,16.66,57.0,11.0,18,44,62
2011-04-03,summer,2011,Apr,9,no,monday,no,clear,14.76,15.91,50.0,33.0,68,74,142
2011-04-03,summer,2011,Apr,10,no,monday,no,clear,16.4,20.46,43.0,28.0,111,104,215
2011-04-03,summer,2011,Apr,11,no,monday,no,clear,17.22,21.21,41.0,17.0,139,104,243
2011-04-03,summer,2011,Apr,12,no,monday,no,clear,18.04,21.97,38.0,19.0,166,147,313
2011-04-03,summer,2011,Apr,13,no,monday,no,clear,18.04,21.97,33.0,20.0,219,148,367
2011-04-03,summer,2011,Apr,14,no,monday,no,clear,18.86,22.72,31.0,9.0,240,109,349
2011-04-03,summer,2011,Apr,15,no,monday,no,mist,18.86,22.72,33.0,12.73,174,118,292
2011-04-03,summer,2011,Apr,16,no,monday,no,mist,18.86,22.72,31.0,13.0,147,156,303
2011-04-03,summer,2011,Apr,17,no,monday,no,mist,18.86,22.72,28.0,9.0,148,126,274
2011-04-03,summer,2011,Apr,18,no,monday,no,mist,18.86,22.72,31.0,12.73,71,101,172
2011-04-03,summer,2011,Apr,19,no,monday,no,mist,17.22,21.21,44.0,13.0,51,93,144
2011-04-03,summer,2011,Apr,20,no,monday,no,light rain,17.22,21.21,41.0,15.0,24,55,79
2011-04-03,summer,2011,Apr,21,no,monday,no,mist,17.22,21.21,44.0,15.0,8,37,45
2011-04-03,summer,2011,Apr,22,no,monday,no,clear,16.4,20.46,43.0,7.0,7,29,36
2011-04-03,summer,2011,Apr,23,no,monday,no,clear,16.4,20.46,50.0,6.0,9,22,31
2011-04-04,summer,2011,Apr,0,no,tuesday,yes,clear,16.4,20.46,50.0,15.0,1,5,6
2011-04-04,summer,2011,Apr,1,no,tuesday,yes,clear,16.4,20.46,56.0,24.0,7,4,11
2011-04-04,summer,2011,Apr,2,no,tuesday,yes,clear,15.58,19.7,66.0,17.0,1,1,2
2011-04-04,summer,2011,Apr,3,no,tuesday,yes,clear,15.58,19.7,66.0,19.0,1,0,1
2011-04-04,summer,2011,Apr,4,no,tuesday,yes,clear,15.58,19.7,71.0,20.0,1,1,2
2011-04-04,summer,2011,Apr,5,no,tuesday,yes,clear,16.4,20.46,62.0,17.0,0,7,7
2011-04-04,summer,2011,Apr,6,no,tuesday,yes,clear,17.22,21.21,58.0,19.0,3,43,46
2011-04-04,summer,2011,Apr,7,no,tuesday,yes,mist,18.04,21.97,54.0,17.0,7,150,157
2011-04-04,summer,2011,Apr,8,no,tuesday,yes,mist,18.86,22.72,55.0,20.0,31,308,339
2011-04-04,summer,2011,Apr,9,no,tuesday,yes,mist,20.5,24.24,51.0,26.0,24,134,158
2011-04-04,summer,2011,Apr,10,no,tuesday,yes,mist,22.14,25.76,45.0,24.0,35,55,90
2011-04-04,summer,2011,Apr,11,no,tuesday,yes,clear,24.6,31.06,40.0,26.0,58,66,124
2011-04-04,summer,2011,Apr,12,no,tuesday,yes,clear,26.24,31.06,36.0,31.0,59,98,157
2011-04-04,summer,2011,Apr,13,no,tuesday,yes,clear,27.88,31.82,34.0,22.0,47,92,139
2011-04-04,summer,2011,Apr,14,no,tuesday,yes,mist,30.34,32.57,27.0,33.0,47,76,123
2011-04-04,summer,2011,Apr,15,no,tuesday,yes,clear,31.16,33.34,23.0,37.0,47,96,143
2011-04-04,summer,2011,Apr,16,no,tuesday,yes,clear,31.16,32.57,22.0,35.0,59,130,189
2011-04-04,summer,2011,Apr,17,no,tuesday,yes,clear,30.34,32.57,23.0,41.0,83,283,366
2011-04-04,summer,2011,Apr,18,no,tuesday,yes,mist,29.52,31.82,23.0,33.0,78,308,386
2011-04-04,summer,2011,Apr,19,no,tuesday,yes,clear,28.7,31.82,24.0,31.0,51,227,278
2011-04-04,summer,2011,Apr,20,no,tuesday,yes,mist,28.7,31.82,24.0,37.0,40,133,173
2011-04-04,summer,2011,Apr,21,no,tuesday,yes,mist,28.7,31.82,30.0,30.0,19,76,95
2011-04-04,summer,2011,Apr,22,no,tuesday,yes,mist,27.88,31.82,36.0,31.0,17,58,75
2011-04-04,summer,2011,Apr,23,no,tuesday,yes,mist,26.24,31.06,47.0,15.0,18,30,48
2011-04-05,summer,2011,Apr,0,no,wednesday,yes,clear,25.42,31.06,50.0,7.0,10,12,22
2011-04-05,summer,2011,Apr,1,no,wednesday,yes,light rain,25.42,31.06,57.0,28.0,10,5,15
2011-04-05,summer,2011,Apr,2,no,wednesday,yes,mist,22.14,25.76,73.0,22.0,0,5,5
2011-04-05,summer,2011,Apr,3,no,wednesday,yes,mist,22.14,25.76,73.0,22.0,1,3,4
2011-04-05,summer,2011,Apr,4,no,wednesday,yes,light rain,20.5,24.24,88.0,33.0,0,2,2
2011-04-05,summer,2011,Apr,5,no,wednesday,yes,light rain,18.86,22.72,94.0,20.0,0,5,5
2011-04-05,summer,2011,Apr,6,no,wednesday,yes,mist,19.68,23.48,88.0,22.0,2,36,38
2011-04-05,summer,2011,Apr,7,no,wednesday,yes,mist,19.68,23.48,88.0,22.0,10,124,134
2011-04-05,summer,2011,Apr,8,no,wednesday,yes,light rain,15.58,19.7,87.0,39.0,9,148,157
2011-04-05,summer,2011,Apr,9,no,wednesday,yes,light rain,14.76,15.91,87.0,33.0,2,44,46
2011-04-05,summer,2011,Apr,10,no,wednesday,yes,light rain,13.94,15.15,81.0,26.0,3,25,28
2011-04-05,summer,2011,Apr,11,no,wednesday,yes,light rain,13.12,14.4,81.0,30.0,1,18,19
2011-04-05,summer,2011,Apr,12,no,wednesday,yes,mist,13.94,15.15,71.0,26.0,6,32,38
2011-04-05,summer,2011,Apr,13,no,wednesday,yes,mist,14.76,16.66,63.0,28.0,5,51,56
2011-04-05,summer,2011,Apr,14,no,wednesday,yes,mist,14.76,15.91,57.0,33.0,9,67,76
2011-04-05,summer,2011,Apr,15,no,wednesday,yes,clear,16.4,20.46,46.0,31.0,6,62,68
2011-04-05,summer,2011,Apr,16,no,wednesday,yes,clear,15.58,19.7,46.0,28.0,17,113,130
2011-04-05,summer,2011,Apr,17,no,wednesday,yes,clear,17.22,21.21,38.0,28.0,27,246,273
2011-04-05,summer,2011,Apr,18,no,wednesday,yes,clear,15.58,19.7,40.0,33.0,19,248,267
2011-04-05,summer,2011,Apr,19,no,wednesday,yes,clear,14.76,16.66,43.0,20.0,12,148,160
2011-04-05,summer,2011,Apr,20,no,wednesday,yes,clear,13.94,15.91,46.0,19.0,4,87,91
2011-04-05,summer,2011,Apr,21,no,wednesday,yes,clear,13.94,14.4,46.0,35.0,8,81,89
2011-04-05,summer,2011,Apr,22,no,wednesday,yes,clear,13.12,15.15,49.0,20.0,3,43,46
2011-04-05,summer,2011,Apr,23,no,wednesday,yes,clear,12.3,14.4,49.0,19.0,3,23,26
2011-04-06,summer,2011,Apr,0,no,thursday ,yes,clear,12.3,15.91,49.0,7.0,0,15,15
2011-04-06,summer,2011,Apr,1,no,thursday ,yes,clear,10.66,13.64,60.0,9.0,0,2,2
2011-04-06,summer,2011,Apr,2,no,thursday ,yes,clear,9.84,12.12,70.0,9.0,0,5,5
2011-04-06,summer,2011,Apr,3,no,thursday ,yes,clear,10.66,13.64,60.0,9.0,0,4,4
2011-04-06,summer,2011,Apr,4,no,thursday ,yes,clear,9.84,12.12,65.0,9.0,0,1,1
2011-04-06,summer,2011,Apr,5,no,thursday ,yes,clear,9.84,12.88,70.0,7.0,1,12,13
2011-04-06,summer,2011,Apr,6,no,thursday ,yes,clear,9.84,12.88,70.0,7.0,4,52,56
2011-04-06,summer,2011,Apr,7,no,thursday ,yes,clear,10.66,13.64,65.0,7.0,3,130,133
2011-04-06,summer,2011,Apr,8,no,thursday ,yes,clear,13.12,15.15,61.0,15.0,17,308,325
2011-04-06,summer,2011,Apr,9,no,thursday ,yes,clear,14.76,16.66,46.0,17.0,8,157,165
2011-04-06,summer,2011,Apr,10,no,thursday ,yes,clear,16.4,20.46,37.0,26.0,21,48,69
2011-04-06,summer,2011,Apr,11,no,thursday ,yes,clear,17.22,21.21,38.0,26.0,23,70,93
2011-04-06,summer,2011,Apr,12,no,thursday ,yes,clear,18.04,21.97,41.0,17.0,22,112,134
2011-04-06,summer,2011,Apr,13,no,thursday ,yes,clear,18.86,22.72,38.0,33.0,29,83,112
2011-04-06,summer,2011,Apr,14,no,thursday ,yes,clear,20.5,24.24,34.0,28.0,35,80,115
2011-04-06,summer,2011,Apr,15,no,thursday ,yes,clear,21.32,25.0,32.0,22.0,34,83,117
2011-04-06,summer,2011,Apr,16,no,thursday ,yes,clear,22.14,25.76,28.0,28.0,27,142,169
2011-04-06,summer,2011,Apr,17,no,thursday ,yes,clear,21.32,25.0,32.0,30.0,53,303,356
2011-04-06,summer,2011,Apr,18,no,thursday ,yes,clear,21.32,25.0,29.0,24.0,43,282,325
2011-04-06,summer,2011,Apr,19,no,thursday ,yes,clear,20.5,24.24,31.0,20.0,36,196,232
2011-04-06,summer,2011,Apr,20,no,thursday ,yes,clear,18.86,22.72,51.0,15.0,15,126,141
2011-04-06,summer,2011,Apr,21,no,thursday ,yes,clear,18.86,22.72,41.0,19.0,18,84,102
2011-04-06,summer,2011,Apr,22,no,thursday ,yes,clear,18.86,22.72,41.0,19.0,13,71,84
2011-04-06,summer,2011,Apr,23,no,thursday ,yes,clear,18.86,22.72,41.0,20.0,11,29,40
2011-04-07,summer,2011,Apr,0,no,friday,yes,clear,18.86,22.72,41.0,19.0,5,15,20
2011-04-07,summer,2011,Apr,1,no,friday,yes,clear,17.22,21.21,47.0,9.0,2,11,13
2011-04-07,summer,2011,Apr,2,no,friday,yes,clear,17.22,21.21,54.0,12.73,0,7,7
2011-04-07,summer,2011,Apr,3,no,friday,yes,clear,14.76,17.42,66.0,13.0,0,3,3
2011-04-07,summer,2011,Apr,4,no,friday,yes,clear,13.94,16.66,76.0,13.0,0,1,1
2011-04-07,summer,2011,Apr,5,no,friday,yes,clear,13.94,15.91,76.0,15.0,0,6,6
2011-04-07,summer,2011,Apr,6,no,friday,yes,clear,13.12,15.15,81.0,17.0,5,59,64
2011-04-07,summer,2011,Apr,7,no,friday,yes,mist,13.94,16.66,76.0,11.0,8,152,160
2011-04-07,summer,2011,Apr,8,no,friday,yes,clear,14.76,17.42,76.0,13.0,23,291,314
2011-04-07,summer,2011,Apr,9,no,friday,yes,mist,16.4,20.46,66.0,9.0,15,155,170
2011-04-07,summer,2011,Apr,10,no,friday,yes,mist,17.22,21.21,67.0,7.0,29,66,95
2011-04-07,summer,2011,Apr,11,no,friday,yes,mist,18.86,22.72,55.0,12.73,36,86,122
2011-04-07,summer,2011,Apr,12,no,friday,yes,mist,18.86,22.72,55.0,12.73,39,114,153
2011-04-07,summer,2011,Apr,13,no,friday,yes,mist,21.32,25.0,48.0,6.0,36,99,135
2011-04-07,summer,2011,Apr,14,no,friday,yes,clear,22.96,26.52,43.0,6.0,46,111,157
2011-04-07,summer,2011,Apr,15,no,friday,yes,clear,24.6,31.06,38.0,7.0,27,133,160
2011-04-07,summer,2011,Apr,16,no,friday,yes,clear,24.6,31.06,35.0,12.73,52,161,213
2011-04-07,summer,2011,Apr,17,no,friday,yes,clear,21.32,25.0,52.0,19.0,63,280,343
2011-04-07,summer,2011,Apr,18,no,friday,yes,clear,19.68,23.48,55.0,17.0,68,265,333
2011-04-07,summer,2011,Apr,19,no,friday,yes,clear,18.86,22.72,59.0,20.0,34,192,226
2011-04-07,summer,2011,Apr,20,no,friday,yes,clear,18.04,21.97,62.0,11.0,37,166,203
2011-04-07,summer,2011,Apr,21,no,friday,yes,mist,18.04,21.97,67.0,19.0,19,89,108
2011-04-07,summer,2011,Apr,22,no,friday,yes,mist,16.4,20.46,76.0,13.0,18,63,81
2011-04-07,summer,2011,Apr,23,no,friday,yes,clear,15.58,19.7,76.0,17.0,9,45,54
2011-04-08,summer,2011,Apr,0,no,saturday,yes,mist,14.76,17.42,76.0,15.0,4,21,25
2011-04-08,summer,2011,Apr,1,no,saturday,yes,mist,13.94,16.66,76.0,9.0,3,6,9
2011-04-08,summer,2011,Apr,2,no,saturday,yes,light rain,13.94,16.66,76.0,11.0,3,10,13
2011-04-08,summer,2011,Apr,3,no,saturday,yes,light rain,13.94,16.66,76.0,11.0,0,1,1
2011-04-08,summer,2011,Apr,4,no,saturday,yes,mist,13.94,16.66,86.0,9.0,0,1,1
2011-04-08,summer,2011,Apr,5,no,saturday,yes,mist,13.12,15.91,87.0,13.0,1,8,9
2011-04-08,summer,2011,Apr,6,no,saturday,yes,mist,13.94,18.18,87.0,12.73,2,33,35
2011-04-08,summer,2011,Apr,7,no,saturday,yes,light rain,13.94,16.66,87.0,11.0,4,109,113
2011-04-08,summer,2011,Apr,8,no,saturday,yes,light rain,13.94,16.66,87.0,11.0,13,208,221
2011-04-08,summer,2011,Apr,9,no,saturday,yes,mist,14.76,17.42,76.0,13.0,17,168,185
2011-04-08,summer,2011,Apr,10,no,saturday,yes,mist,14.76,16.66,71.0,19.0,10,63,73
2011-04-08,summer,2011,Apr,11,no,saturday,yes,mist,16.4,20.46,62.0,26.0,19,79,98
2011-04-08,summer,2011,Apr,12,no,saturday,yes,light rain,15.58,19.7,66.0,15.0,29,51,80
2011-04-08,summer,2011,Apr,13,no,saturday,yes,light rain,14.76,16.66,76.0,19.0,7,35,42
2011-04-08,summer,2011,Apr,14,no,saturday,yes,light rain,13.94,15.91,87.0,15.0,2,13,15
2011-04-08,summer,2011,Apr,15,no,saturday,yes,light rain,13.94,15.91,87.0,15.0,1,24,25
2011-04-08,summer,2011,Apr,16,no,saturday,yes,mist,13.12,15.15,93.0,17.0,2,58,60
2011-04-08,summer,2011,Apr,17,no,saturday,yes,light rain,13.12,15.15,93.0,17.0,10,138,148
2011-04-08,summer,2011,Apr,18,no,saturday,yes,light rain,13.12,15.15,93.0,17.0,8,54,62
2011-04-08,summer,2011,Apr,19,no,saturday,yes,light rain,12.3,13.64,93.0,28.0,1,52,53
2011-04-08,summer,2011,Apr,20,no,saturday,yes,mist,12.3,13.64,93.0,22.0,12,51,63
2011-04-08,summer,2011,Apr,21,no,saturday,yes,mist,12.3,14.4,93.0,17.0,11,43,54
2011-04-08,summer,2011,Apr,22,no,saturday,yes,mist,12.3,13.64,93.0,20.0,9,42,51
2011-04-08,summer,2011,Apr,23,no,saturday,yes,mist,12.3,14.4,93.0,15.0,4,31,35
2011-04-09,summer,2011,Apr,0,no,sunday,no,mist,12.3,14.4,87.0,15.0,5,26,31
2011-04-09,summer,2011,Apr,1,no,sunday,no,mist,12.3,15.15,87.0,9.0,3,17,20
2011-04-09,summer,2011,Apr,2,no,sunday,no,mist,13.12,15.15,87.0,15.0,2,15,17
2011-04-09,summer,2011,Apr,3,no,sunday,no,light rain,12.3,14.4,100.0,17.0,3,11,14
2011-04-09,summer,2011,Apr,4,no,sunday,no,light rain,12.3,13.64,100.0,17.0,0,3,3
2011-04-09,summer,2011,Apr,5,no,sunday,no,mist,12.3,14.4,93.0,15.0,0,5,5
2011-04-09,summer,2011,Apr,6,no,sunday,no,mist,12.3,14.4,93.0,13.0,0,13,13
2011-04-09,summer,2011,Apr,7,no,sunday,no,mist,12.3,15.15,93.0,11.0,8,13,21
2011-04-09,summer,2011,Apr,8,no,sunday,no,mist,13.12,15.15,93.0,11.0,7,47,54
2011-04-09,summer,2011,Apr,9,no,sunday,no,mist,13.94,17.42,87.0,7.0,27,71,98
2011-04-09,summer,2011,Apr,10,no,sunday,no,mist,13.94,16.66,87.0,9.0,43,90,133
2011-04-09,summer,2011,Apr,11,no,sunday,no,mist,14.76,18.18,81.0,12.73,51,91,142
2011-04-09,summer,2011,Apr,12,no,sunday,no,mist,14.76,17.42,81.0,9.0,79,123,202
2011-04-09,summer,2011,Apr,13,no,sunday,no,mist,14.76,18.94,81.0,12.73,114,108,222
2011-04-09,summer,2011,Apr,14,no,sunday,no,mist,14.76,17.42,81.0,9.0,94,118,212
2011-04-09,summer,2011,Apr,15,no,sunday,no,mist,14.76,18.94,87.0,12.73,85,116,201
2011-04-09,summer,2011,Apr,16,no,sunday,no,mist,15.58,19.7,82.0,12.73,73,118,191
2011-04-09,summer,2011,Apr,17,no,sunday,no,mist,15.58,19.7,82.0,6.0,128,129,257
2011-04-09,summer,2011,Apr,18,no,sunday,no,mist,15.58,19.7,82.0,7.0,48,129,177
2011-04-09,summer,2011,Apr,19,no,sunday,no,mist,15.58,19.7,82.0,9.0,47,83,130
2011-04-09,summer,2011,Apr,20,no,sunday,no,mist,15.58,19.7,87.0,11.0,19,74,93
2011-04-09,summer,2011,Apr,21,no,sunday,no,mist,14.76,17.42,93.0,9.0,10,65,75
2011-04-09,summer,2011,Apr,22,no,sunday,no,mist,14.76,17.42,93.0,9.0,21,66,87
2011-04-09,summer,2011,Apr,23,no,sunday,no,mist,15.58,19.7,87.0,6.0,12,45,57
2011-04-10,summer,2011,Apr,0,no,monday,no,mist,15.58,19.7,87.0,6.0,5,48,53
2011-04-10,summer,2011,Apr,1,no,monday,no,mist,15.58,19.7,87.0,9.0,6,31,37
2011-04-10,summer,2011,Apr,2,no,monday,no,mist,15.58,19.7,87.0,6.0,12,24,36
2011-04-10,summer,2011,Apr,3,no,monday,no,mist,15.58,19.7,87.0,9.0,5,11,16
2011-04-10,summer,2011,Apr,4,no,monday,no,mist,14.76,18.18,93.0,7.0,3,2,5
2011-04-10,summer,2011,Apr,5,no,monday,no,mist,14.76,18.18,93.0,6.0,0,4,4
2011-04-10,summer,2011,Apr,6,no,monday,no,mist,14.76,18.18,93.0,6.0,0,4,4
2011-04-10,summer,2011,Apr,7,no,monday,no,mist,14.76,18.18,100.0,6.0,3,7,10
2011-04-10,summer,2011,Apr,8,no,monday,no,mist,15.58,19.7,94.0,6.0,17,38,55
2011-04-10,summer,2011,Apr,9,no,monday,no,mist,15.58,19.7,94.0,9.0,31,50,81
2011-04-10,summer,2011,Apr,10,no,monday,no,mist,16.4,20.46,87.0,12.73,69,81,150
2011-04-10,summer,2011,Apr,11,no,monday,no,mist,16.4,20.46,87.0,9.0,93,109,202
2011-04-10,summer,2011,Apr,12,no,monday,no,mist,17.22,21.21,88.0,9.0,94,136,230
2011-04-10,summer,2011,Apr,13,no,monday,no,clear,18.86,22.72,82.0,7.0,121,142,263
2011-04-10,summer,2011,Apr,14,no,monday,no,clear,20.5,24.24,72.0,13.0,148,133,281
2011-04-10,summer,2011,Apr,15,no,monday,no,clear,20.5,24.24,77.0,15.0,156,141,297
2011-04-10,summer,2011,Apr,16,no,monday,no,mist,21.32,25.0,72.0,11.0,135,153,288
2011-04-10,summer,2011,Apr,17,no,monday,no,mist,21.32,25.0,72.0,13.0,84,152,236
2011-04-10,summer,2011,Apr,18,no,monday,no,clear,20.5,24.24,77.0,13.0,103,137,240
2011-04-10,summer,2011,Apr,19,no,monday,no,clear,20.5,24.24,77.0,13.0,47,84,131
2011-04-10,summer,2011,Apr,20,no,monday,no,clear,18.86,22.72,82.0,9.0,21,71,92
2011-04-10,summer,2011,Apr,21,no,monday,no,clear,18.04,21.97,88.0,13.0,18,77,95
2011-04-10,summer,2011,Apr,22,no,monday,no,clear,18.04,21.97,94.0,17.0,12,45,57
2011-04-10,summer,2011,Apr,23,no,monday,no,clear,18.86,22.72,88.0,24.0,5,27,32
2011-04-11,summer,2011,Apr,0,no,tuesday,yes,clear,19.68,23.48,88.0,22.0,7,16,23
2011-04-11,summer,2011,Apr,1,no,tuesday,yes,clear,18.86,22.72,94.0,19.0,1,3,4
2011-04-11,summer,2011,Apr,2,no,tuesday,yes,clear,18.86,22.72,94.0,19.0,7,2,9
2011-04-11,summer,2011,Apr,4,no,tuesday,yes,clear,18.86,22.72,94.0,13.0,0,1,1
2011-04-11,summer,2011,Apr,5,no,tuesday,yes,clear,18.86,22.72,94.0,13.0,1,12,13
2011-04-11,summer,2011,Apr,6,no,tuesday,yes,mist,18.86,22.72,100.0,15.0,2,59,61
2011-04-11,summer,2011,Apr,7,no,tuesday,yes,mist,20.5,24.24,88.0,15.0,12,164,176
2011-04-11,summer,2011,Apr,8,no,tuesday,yes,mist,21.32,25.0,88.0,19.0,28,286,314
2011-04-11,summer,2011,Apr,9,no,tuesday,yes,mist,22.96,26.52,83.0,19.0,33,132,165
2011-04-11,summer,2011,Apr,10,no,tuesday,yes,mist,22.96,26.52,83.0,20.0,41,55,96
2011-04-11,summer,2011,Apr,11,no,tuesday,yes,mist,24.6,29.54,73.0,20.0,45,59,104
2011-04-11,summer,2011,Apr,12,no,tuesday,yes,mist,24.6,29.54,73.0,22.0,37,97,134
2011-04-11,summer,2011,Apr,13,no,tuesday,yes,mist,26.24,30.3,69.0,28.0,62,77,139
2011-04-11,summer,2011,Apr,14,no,tuesday,yes,mist,29.52,33.34,54.0,24.0,60,85,145
2011-04-11,summer,2011,Apr,15,no,tuesday,yes,clear,30.34,33.34,48.0,35.0,56,85,141
2011-04-11,summer,2011,Apr,16,no,tuesday,yes,clear,30.34,33.34,48.0,35.0,73,162,235
2011-04-11,summer,2011,Apr,17,no,tuesday,yes,clear,30.34,33.34,48.0,35.0,100,352,452
2011-04-11,summer,2011,Apr,18,no,tuesday,yes,clear,29.52,33.34,51.0,26.0,93,290,383
2011-04-11,summer,2011,Apr,19,no,tuesday,yes,clear,29.52,33.34,51.0,30.0,73,211,284
2011-04-11,summer,2011,Apr,20,no,tuesday,yes,clear,27.88,31.82,57.0,35.0,44,122,166
2011-04-11,summer,2011,Apr,21,no,tuesday,yes,clear,27.06,31.06,61.0,17.0,39,119,158
2011-04-11,summer,2011,Apr,22,no,tuesday,yes,mist,26.24,31.06,50.0,19.0,25,66,91
2011-04-11,summer,2011,Apr,23,no,tuesday,yes,light rain,23.78,27.28,60.0,12.73,16,38,54
